,Description,Label
3228,It tangles any moving thing with its vines. Their subtle shaking is ticklish if you get ensnared.,Tangela
3229,"Tangela’s vines snap off easily if they are grabbed. This happens without pain, allowing it to make a quick getaway. The lost vines are replaced by newly grown vines the very next day.",Tangela
3230,Its identity is obscured by masses of thick blue vines. The vines are said to never stop growing.,Tangela
3231,"Hidden beneath a tangle of vines that grows nonstop even if the vines are torn off, this Pokémon’s true appearance remains a mystery.",Tangela
3232,"The vines of a Tangela have a distinct scent. In some parts of Galar, Tangela vines are used as herbs.",Tangela
3233,It is shrouded by blue vines. No one has seen the face hidden behind this growth of vines.,Tangela
3234,"It is cloaked entirely in blue vines, preventing any glimpse of its true identity. The vines impart a refreshing sensation when chewed—they’re useful as a spice.",Tangela
3235,"When it targets an enemy, it charges furiously while whipping its body with its long tails.",Tauros
3236,"A rowdy POKéMON with a lot of stamina. Once running, it won’t stop until it hits something.",Tauros
3237,They fight each other by locking horns. The herd’s protector takes pride in its battle-scarred horns.,Tauros
3238,"After heightening its will to fight by whipping itself with its three tails, it charges at full speed.",Tauros
3239,These violent POKéMON fight with other members of their herd in order to prove their strength.,Tauros
3240,"This POKéMON is not satisfied unless it is rampaging at all times. If there is no opponent for TAUROS to battle, it will charge at thick trees and knock them down to calm itself.",Tauros
3241,"When it is about to TACKLE, it whips its body repeatedly with its three long tails.",Tauros
3242,"When it targets an enemy, it charges furiously while whipping its body with its long tails.",Tauros
3243,"It is not satisfied unless it is rampaging at all times. If there is no opponent for TAUROS to battle, it will charge at thick trees and knock them down to calm itself.",Tauros
3244,"Once it takes aim at its foe, it makes a headlong charge. It is famous for its violent nature.",Tauros
3245,They fight each other by locking horns. The herd’s protector takes pride in its battle-scarred horns.,Tauros
3246,"After heightening its will to fight by whipping itself with its three tails, it charges at full speed.",Tauros
3247,"Once it takes aim at its foe, it makes a headlong charge. It is famous for its violent nature.",Tauros
3248,"After heightening its will to fight by whipping itself with its three tails, it charges at full speed.",Tauros
3249,"When it is about to tackle, it whips its body repeatedly with its three long tails.",Tauros
3250,"This Pokémon is not satisfied unless it is rampaging at all times. If there is no opponent for Tauros to battle, it will charge at thick trees and knock them down to calm itself.",Tauros
3251,"Historically, people in areas all over the world have ridden Tauros, but the practice is said to have started in Alola.",Tauros
3252,"Although it’s known to be a fierce Pokémon, Tauros in the Alola region are said to possess a measure of calmness.",Tauros
3253,"They live in groups. The one with the longest, thickest, and most-scarred horns is the boss of the herd.",Tauros
3254,The climate seems to be related to the reason Tauros in Alola are a little calmer than those in other regions.,Tauros
3255,"A rowdy Pokémon with a lot of stamina. Once running, it won’t stop until it hits something.",Tauros
3256,"When Tauros begins whipping itself with its tails, it’s a warning that the Pokémon is about to charge with astounding speed.",Tauros
3257,"The Tauros of the Galar region are volatile in nature, and they won’t allow people to ride on their backs.",Tauros
3258,"Once it takes aim at its prey, it makes a headlong charge. It is famous for its violent nature.",Tauros
3259,Drifts in shallow seas. Anglers who hook them by accident are often punished by its stinging acid.,Tentacool
3260,It can sometimes be found all dry and shriveled up on a beach. Toss it back into the sea to revive it.,Tentacool
3261,"When the tide goes out, dehydrated TENTACOOL remains can be found washed up on the shore.",Tentacool
3262,"It drifts aimlessly in waves. Very difficult to see in water, it may not be noticed until it stings.",Tentacool
3263,"As it floats along on the waves, it uses its toxic feelers to stab anything it touches.",Tentacool
3264,"TENTACOOL’s body is largely composed of water. If it is removed from the sea, it dries up like parchment. If this POKéMON happens to become dehydrated, put it back into the sea.",Tentacool
3265,TENTACOOL absorbs sunlight and refracts it using water inside its body to convert it into beam energy. This POKéMON shoots beams from its crystal-like eyes.,Tentacool
3266,"Its eyes are as transparent as crystals. From them, it shoots mysterious beams of light.",Tentacool
3267,Drifts in shallow seas. Anglers who hook them by accident are often punished by their stingers.,Tentacool
3268,"Its body is almost entirely composed of water. It ensnares its foe with its two long tentacles, then stabs with the poison stingers at their tips.",Tentacool
3269,Its body is virtually composed of water. It shoots strange beams from its crystal-like eyes.,Tentacool
3270,It drifts in sea currents. Countless fishermen are hurt by its poison stingers.,Tentacool
3271,"Because its body is almost entirely composed of water, it shrivels up if it is washed ashore.",Tentacool
3272,"When the tide goes out, dehydrated TENTACOOL remains can be found washed up on the shore.",Tentacool
3273,"It drifts aimlessly in waves. Very difficult to see in water, it may not be noticed until it stings.",Tentacool
3274,"Because its body is almost entirely composed of water, it shrivels up if it is washed ashore.",Tentacool
3275,Its body is virtually composed of water. It shoots strange beams from its crystal-like eyes.,Tentacool
3276,Drifts in shallow seas. Anglers who hook them by accident are often punished by their stingers.,Tentacool
3277,"Tentacool’s body is largely composed of water. If it is removed from the sea, it dries up like parchment. If this Pokémon happens to become dehydrated, put it back into the sea.",Tentacool
3278,Tentacool absorbs sunlight and refracts it using water inside its body to convert it into beam energy. This Pokémon shoots beams from the small round organ above its eyes.,Tentacool
3279,"They can be found lying dehydrated on beaches, but they are often still alive. When soaked in water, they will revive.",Tentacool
3280,"It drifts in shallow seas, such as the areas near beaches. If you get bitten or stabbed by its toxic tentacles, rush to the hospital.",Tentacool
3281,"It drifts through the sea searching for prey. Its poisonous tentacles break off sometimes, but after a while, they grow back.",Tentacool
3282,Its body is 99% water. The remaining 1% contains the organ that makes its poison.,Tentacool
3283,It can sometimes be found all dry and shriveled up on a beach. Toss it back into the sea to revive it.,Tentacool
3284,Tentacool is not a particularly strong swimmer. It drifts across the surface of shallow seas as it searches for prey.,Tentacool
3285,"This Pokémon is mostly made of water. A Tentacool out in the ocean is very hard to spot, because its body blends in with the sea.",Tentacool
3286,Its body is mostly composed of water. It shoots strange beams from its crystal-like eyes.,Tentacool
3287,It drifts in sea currents. Countless fishers are hurt by its poison stingers.,Tentacool
3288,"They fire beams from the glassy, magenta orbs that resemble eyes atop their heads, and they drift in shallow seas. During low tide, they can sometimes be found on beaches, desiccated.",Tentacool
3289,"The tentacles are normally kept short. On hunts, they are extended to ensnare and immobilize prey.",Tentacruel
3290,Its 80 tentacles can stretch and contract freely. They wrap around prey and weaken it with poison.,Tentacruel
